"","V1","Mean1","Mean2","Mean3","Mean4","Mean5","Mean6","Mean7","Mean8","Mean9","Mean10","Mean11","Mean12","Mean13","Mean14","Mean15","Mean16","Mean17","Mean18","Mean19","Mean20","Mean21","Mean22","Mean23","Mean24","Mean25","Mean26","Mean27","Mean28","Mean29","Mean30","Mean31","Mean32","Mean33","Mean34","Mean35","Mean36","Mean37","Mean38","Mean39","Mean40","Mean41","Mean42","Mean43","Mean44","Mean45","Mean46","Mean47","Mean48","Mean49","Mean50","Mean51","Mean52","Mean53","Mean54"
"4005",4005,460.833,428.401,389.723,411.387,384.791,382.703,345.505,321.888,374.076,429.812,427.643,440.49,405.354,465.216,436.769,411.247,381.47,364.392,371.976,429.802,369.333,421.481,466.258,407.384,354.497,354.718,314.693,544.882,445.672,527.708,418.567,423.831,416.286,435.109,396.847,454.376,441.024,469.487,441.343,357.966,391.705,372.301,382.534,313.141,367.92,372.928,336.171,362.372,377.792,294.01,262.321,396.022,429.259,415.349
"4006",4006,460.267,417.3,389.602,406.486,379.818,382.535,352.053,323.402,376.76,437.008,425.773,441.149,414.249,471.711,438.19,405.773,385.11,362.006,374.203,433.817,371.789,417.497,466.551,407.39,352.102,353.523,314.265,551.317,455.166,519.949,422.957,418.942,421.5,433.521,388.36,445.69,442.768,459.526,434.73,354.649,379.253,371.737,386.331,315.655,370.142,372.747,339.921,354.599,378.987,289.138,262.375,404.893,423.921,419.448
"4007",4007,459.367,416.971,385.992,404.435,384.156,384.41,350.205,318.103,376.74,431.933,423.277,434.288,408.799,469.426,439.801,413.655,366.012,370.536,374.957,428.348,360.487,418.791,470.962,403.589,351.141,350.681,309.583,533.979,451.02,518.343,425.982,420.7,418.647,424.953,388.233,455.196,440.348,459.662,439.474,351.547,374.084,373.199,377.682,318.497,363.222,373.175,345.241,361.894,368.742,287.467,260.933,398.316,421.573,408.896
"4008",4008,455.796,421.855,383.473,405.797,376.751,388.363,343.979,321,375.895,420.867,428.857,431.245,405.14,463.353,441.972,409.212,373.787,358.367,374.507,429.615,365.439,413.634,460.07,401.247,354.565,347.968,309.568,531.919,452.791,516.992,427.152,418.058,422.013,428.807,391.123,451.369,436.063,464.004,435.19,355.858,377.367,377.154,378.347,319.542,369.75,369.657,347.075,361.623,374.958,295.276,266.779,396.853,425.31,416.646
"4009",4009,463.129,420.768,385.305,406.762,382.178,383.027,346.879,315.173,378.567,431.09,425.651,428.038,405.249,472.437,440.014,402.427,367.915,367.289,380.116,425.304,359.118,415.881,461.097,399.185,345.328,349.111,313.727,537.043,454.705,513.411,422.902,419.155,411.752,422.031,387.869,446.937,442.952,463.522,427.547,348.568,384.193,375.09,376.191,325.661,368.511,377.729,344.307,358.517,380.212,292.795,261.596,401.889,426.791,415.193
"4010",4010,458.629,413.676,387.105,402.286,379.978,379.82,352.963,316.617,376.525,423.294,420.218,433.851,407.271,466.121,434.634,409.875,376.006,366.367,368.517,425.278,362.39,412.228,463.765,395.514,341.514,349.306,313.5,537.07,443.046,521.39,414.378,410.362,416.462,424.453,389.712,449.965,438.271,453.123,437.255,345.804,381.428,372.237,379.763,321.186,365.716,368.108,338.601,359.271,377.717,284.457,262.296,392.124,424.263,404.594
"4011",4011,448.029,423.729,380,406.371,382.32,382.133,348.432,324.014,376.008,420.686,424.408,424.952,412.336,471.274,440.523,404.224,376.384,359.307,380.739,428.278,366.382,420.222,463.496,396.897,351.011,343.338,305.75,540.183,452.212,524.513,424.25,418.952,409.361,423.438,388.017,451.533,432.932,465.197,434.701,349.473,374.958,372.224,374.881,318.638,360.182,370.855,341.18,361.382,378.2,295.733,269.954,400.227,425.886,402.995
"4012",4012,454.404,415.338,379.75,409.952,379.511,383.91,349.474,314.439,375.336,425.69,415.765,431.404,406.93,459.937,436.829,407.341,368.03,367.59,369.855,427,364.026,414.5,454.27,402.774,336.921,344.944,310.485,530.145,443.99,518.246,426.506,416.493,413.387,420.026,386.419,445.792,430.734,466.605,438.124,344.459,374.657,364.199,374.551,315.65,366.318,364.994,346.579,356.159,371.383,286.967,265.308,394.2,419.759,400.073
"4013",4013,447.183,415.005,380.289,406.756,379.676,379.504,340.779,311.626,370.735,425.773,432.353,432.909,402.607,471.037,430.116,404.133,369.683,357.596,360.937,422.89,363.539,411.362,456.053,402.24,344.141,340.306,309.53,532.247,450.556,514.038,424.884,408.87,408.214,422.74,389.055,443.141,440.816,450.276,418.255,343.061,377.934,376.212,384.085,317.407,369.142,375.367,343.079,353.826,374.121,288.748,263.092,393.076,423.823,411.401
"4014",4014,447.058,412.483,381.668,402.562,378.031,377.227,347.716,313.925,378.282,422.227,423.454,432.918,398.205,452.926,425.44,399.518,367.085,356.361,372.328,419.473,363.61,411.466,457.053,404.466,342.305,347.667,310.557,529.806,441.219,506.589,428.86,410.425,410.84,413.047,379.492,446.859,434.647,452.746,434.693,346.98,376.048,367.173,373.305,317.305,360.625,370.169,336.969,351.705,372.312,284.91,263.104,392.351,425.693,411.318
"4015",4015,455.771,416.198,377.883,407.286,378.089,378.734,345.395,316.556,375.45,420.557,423.202,429.591,407.262,452.847,427.134,400.075,371.805,355.584,372.304,421.857,367.754,409.812,458.466,404.253,341.751,340.648,311.269,530.349,443.281,508.61,417.677,405.464,408.828,409.109,385.017,441.984,430.029,454.482,426.051,344.135,371.759,357.795,374.203,321.531,359.602,366.807,342.719,353.275,375.867,283.886,258.496,390.489,421.835,407.328
"4016",4016,449.542,412.237,379.883,404.99,376,377.621,342.005,311.542,376.244,416.42,425.378,426.245,400.769,455.305,437.94,398.478,368.299,354.566,368.019,421.846,359.961,405.859,453.762,407.76,339.802,342.148,302.871,525.032,447.652,510.432,417.256,410.913,410.055,418.094,382.534,439.141,431.135,452.877,436.044,343.939,370.663,366.814,365.161,317.158,361.506,360.464,341.908,358.155,370.092,287.348,268.1,391.756,414.867,401.609
"4017",4017,445.021,411.807,381.188,403.686,374.831,369.016,346.684,315.383,379.315,418.949,421.887,425.024,402.983,453.463,428.5,395.973,361.774,352.94,364.686,413.081,364.886,408.241,456.771,404.336,335.164,339.356,304.723,525.167,443.768,501.932,413.634,414.357,408.433,415.974,381.894,442.251,433.338,456.026,438.825,344.939,367.861,367.923,377.928,319.616,361.449,376.705,337.035,345.913,372.475,286.024,264.167,395.276,425.158,411.781
"4018",4018,447.3,409.401,383.164,405.679,367.813,374.812,342.658,313.893,372.168,415.973,422.777,426.615,406.655,450.832,419.222,390.894,371.915,353.711,366.319,409.451,357.154,400.853,458.801,404.301,334.023,336.926,309.712,529.129,440.652,500.86,418.287,411.638,406.361,407.948,381.453,436.969,435.623,457.276,437.978,344.899,371.114,363.782,376.847,315.582,358.693,372.187,339.566,350.324,375.233,282.171,262.104,393.04,415.497,399.833
"4019",4019,444.854,415.285,379.059,403.238,374,373.938,343.889,316.897,380.324,423.616,411.328,434.505,401.507,459.953,423.681,392.529,367.415,352.524,358.865,422.974,361.32,409.053,448.449,399.986,338.949,337.176,300.697,518,437.116,506.623,420.055,406.932,409.79,416.073,382.742,435.851,423.367,455.921,436.416,333.77,372.669,359.013,365.284,315.723,364.557,373.608,343.807,360,371.862,280.681,258.438,394.622,415.788,393.88
"4020",4020,442.771,414.459,374.945,407.692,378.444,381.324,344.732,314.084,369.912,421.847,421.639,418.712,399.083,455.863,424.718,396.369,364.445,349.265,365.884,418.689,360.724,406.559,457.765,399.096,343.322,343.162,300.936,524.801,445.387,508.996,421.659,412.169,410.256,420.396,381.178,437.973,425.705,447.75,432.474,341.845,370.452,359.564,368.059,316.209,368.25,368.675,343.368,357.193,377.6,281.814,265.321,395.751,419.133,407.229
"4021",4021,440.242,405.203,375.008,405.444,374.373,375.645,344.821,312.874,371.966,422.996,422.311,426.298,396.738,446.353,420.847,395.525,368.872,351.861,366.053,416.963,366.794,412.631,447.411,395.075,330.842,337.699,303.864,520.79,443.427,500.466,413.732,407.13,410.471,414.88,379.352,440.184,430.517,453.066,427.453,339.014,372.928,368.038,366.839,315.26,369.403,370.03,341,347.609,369.146,293.114,258.779,395.982,418.547,403.469
"4022",4022,444.008,407,378.5,407.4,370.298,378.852,336.458,310.491,371.042,416.122,418.282,418.212,395.751,445.489,427.87,394.4,359.799,343.861,349.894,417.722,353.25,398.106,450.493,394.87,335.904,336.69,302.352,516.5,438.728,505.381,425.03,402.237,407.185,405.229,377.487,438.043,424.391,453.684,436.131,343.73,372.404,367.115,379.246,315.192,360.352,372.548,334.351,353.72,368.646,283.776,263.829,401.396,411.478,398.958
"4023",4023,442.879,406.309,380.848,406.165,368.809,368.055,337.926,312.734,356.576,411.745,414.008,420.375,397.214,447.358,417.208,394.792,361.713,344.175,359.797,418.861,353.978,405.513,456.481,396.87,334.153,337.028,300.837,515.312,439.368,500.674,419.055,404.348,396.134,400.651,374.373,437.514,423.541,463.232,435.62,337.696,361.988,358.301,367.945,315.232,364.409,364.994,338.36,352.285,379.933,281.652,266.179,390.689,419.68,403.349
"4024",4024,441.025,407.903,378.656,401.448,373.236,374.918,341.937,308.15,372.437,415.396,422.315,433.341,396.179,450.3,424.972,384.674,367.841,348.482,368.739,414.399,353.491,402.859,447.584,406.685,332.249,334.556,300.981,513.355,439.136,498.699,415.787,405.734,403.845,409.953,376.661,429.541,429.386,456.167,429.599,339.953,363.765,360.256,370.97,317.203,360.642,362.62,342.627,354.686,372.775,288.357,266.879,393.52,415.199,402.885
"4025",4025,436.158,407.213,378.691,404.581,369.613,369.113,335.742,318.986,370.592,415.89,416.655,421.779,399.681,447.295,428.838,389.161,372.951,347.717,360.372,411.194,357.329,408.297,451.284,406.89,325.508,345.394,299.686,518.151,439.662,498.636,414.317,403.836,402.487,407.417,376.992,436.945,437.56,449.851,429.876,339.892,364.946,359.91,366.008,314.475,362.58,367.343,341.162,350.957,377.521,286.686,263.021,390.796,417.949,399.635
"4026",4026,447.892,401.952,376.938,411.841,365.453,372.027,334.337,314.645,373.13,412.929,417.109,416.798,404.454,453.637,420.259,390.055,363.957,340.765,352.889,417.564,358.974,398.397,451.71,393.842,327.627,328.157,303.773,522.946,435.46,499.445,419.555,405.676,414.996,402.948,374.886,435.816,426.585,453.654,439.876,345.554,376.458,356.321,365.703,326.119,363.858,365.837,342.456,351.662,374.75,276.467,263.596,394.809,421.092,400.708
"4027",4027,438.462,402.855,375.648,394.156,369.564,367.254,338.695,310.065,370.496,414.157,417.475,429.784,402.07,445.516,419.204,387.075,370.378,349.464,358.237,413.89,355.333,405.953,451.114,389.555,333.689,332.773,304.894,515.909,443.248,494.398,407.659,403.367,406.37,406.958,376.568,432.275,434.536,455.219,431.759,335.797,364.374,357.154,368.199,310.023,360.955,363.319,346.978,351.961,374.504,285.333,262.358,389.573,420.953,401.406
"4028",4028,439.071,406.227,379.047,410.216,369.604,372.801,333.642,317.696,373.765,413.847,417.996,422.716,399.376,443.526,424.833,395.847,366.512,347.843,355.415,416.626,356.289,417.222,443.727,397.849,334.994,333.144,301.917,510.871,440.98,493.712,416.524,409.464,408.311,408.568,374.076,428.478,427.763,454.531,435.708,341.054,372.319,358.192,370.394,311.667,366.057,362.048,341.961,351.44,377.358,287.181,261.108,390.311,421.411,398.708
"4029",4029,439.004,399.802,369.289,404.737,371.24,369.234,337.737,318.855,369.597,411.137,415.126,423.87,395.961,441.568,424.227,383.008,375,343.819,359.541,416.868,361.645,399.334,448.311,404.253,328.751,330.181,311.212,514.323,437.788,495.335,413.293,394.841,405.529,407.167,378.733,429.831,428.56,458.816,419.891,334.277,367.042,354.821,365.153,310.164,357.545,368.416,347.004,349.763,373.663,283.267,260.367,396.182,418.516,397.859
"4030",4030,440.992,399.459,376.996,395.968,372.853,376.715,339.747,310.201,376.084,409.765,414.437,426.899,388.646,438.958,422.903,389.569,361.701,346.392,359.797,417.861,355.917,402.803,449.147,397.986,330.938,323.528,303.481,514,438.424,487.648,413.616,402.729,404.038,401.062,374.644,434.667,427.082,450.794,433.088,336.486,366.602,353.814,371.818,321.571,362.574,362.09,340.794,348.459,376.325,285.305,263.396,386.72,422.525,395.208
"4031",4031,433.454,400.705,378.816,406.33,371.316,368,343.758,313.734,368.538,409.749,413.139,420.293,390.227,452.253,425.241,386.933,374.03,342.235,347.565,412.733,355.579,405.391,443.413,398.637,331.175,329.093,305.394,525.134,437.374,485.737,407.463,402.092,409.878,403.594,376.364,430.941,432.164,446.803,428.182,337.088,368.482,357.244,369.131,308.379,362.75,365.801,346.882,346.261,370.55,281.79,268.258,397.364,422.646,396.615
"4032",4032,432.192,399.662,376.316,410.27,375.889,368.742,345.795,309.93,367.319,415.957,414.492,422.591,395.668,452.532,420.44,384.251,371.677,338.374,353.184,412.311,353.325,409.087,448.249,404.685,327.689,329.546,304.909,511.075,443.881,491.924,407.024,407.618,410.618,409.396,372.479,431.655,424.947,456.61,441.204,329.399,371.753,353.635,378.869,314.531,367.256,363.175,343.601,351.111,372.817,283.748,261.575,386.324,413.633,402.604
"4033",4033,432.575,401.889,374.531,405.251,367.831,366.785,339.874,309.28,370.718,412.396,414.647,418.014,387.638,442.237,417.366,382.255,363.104,332.675,356.024,414.718,346.539,405.381,440.569,397.014,331.904,332.94,298.542,508.688,437.51,487.203,402.128,393.507,405.252,399.969,369.674,427.714,432.57,448.377,428.854,332.993,367.476,356.16,368.932,312.797,364.795,370.464,352.079,354.367,374.258,284.029,263.425,395.587,413.475,395.542
"4034",4034,437.742,405.251,366.656,407.6,374.16,365.926,332.211,306.645,367.702,418.804,410.391,426.707,391.904,446.511,424.634,386.976,372.915,334.759,346.169,413.901,352.136,410.513,441.018,392.767,335.305,331.296,300.708,523.263,442.705,490.674,404.75,399.923,400.298,398.214,380.004,430.824,425.565,457.693,437.255,344.534,377.181,351.551,373.839,318.299,363.756,369.187,343.175,349.01,370.392,284.286,263.229,396.062,411.028,399.411
"4035",4035,434.079,401.628,370.797,406.327,367.378,363.113,344.453,312.617,368.504,412.733,403.378,415.178,394.009,437.232,416.991,390.251,367.317,334.253,360.034,412.201,353.566,408.2,446.188,401.582,321.045,333.741,303.856,511.898,438.01,490.47,418.537,400.58,405.071,394.891,379.538,428.718,425.454,455.987,430.474,333.264,374.512,354.904,364.572,310.893,371.625,369.295,343.14,349.053,372.671,279.881,260.629,400.813,416.142,397.943
"4036",4036,432.479,401.87,374.512,399.584,362.662,375.395,342.516,304.818,372.588,409.937,418.571,417.654,397.812,448.568,423.431,387.427,371.61,336.512,352.85,412.516,345.684,401.872,448.226,400.493,339.124,326.028,304.072,513.366,436.921,488.809,406.018,400.222,398.773,406.349,379.657,428.855,429.319,452.811,430.745,333.297,372.482,360.596,371.928,310.52,367.011,375.928,339.829,349.454,379.667,280.676,259.558,394.529,411.75,395.104
"4037",4037,435.812,393.29,366.25,408.041,368.907,375.816,336.489,306.486,372.155,415.765,409.786,417.048,395.511,444.837,418.106,388.431,367.238,333.512,351.232,400.875,352.715,403.809,442.622,386.24,332.672,326.245,297.027,513.344,435.821,486.441,413.232,393.884,404.445,398.339,377.691,426.8,425.725,445.127,424.993,323.514,369.187,348.481,362.682,315.215,365.301,358.313,336.794,348.894,372.125,278.605,265.158,393.636,418.994,395.755
"4038",4038,442.096,398.643,381.156,407.702,370.182,372.043,341.047,314.57,365.803,409.847,417.929,426.37,398.288,448.147,425.352,389.298,376.463,334.422,352.019,411.857,349.197,410.472,449.507,403.527,320.927,327.25,300.985,509.43,438.917,489.326,414.506,399.56,407.975,404.38,376.275,431.945,432.174,448.07,429.693,331.649,369.313,353.705,366.877,309.74,356.733,373.44,344.368,355.29,371.592,277.938,261.833,400.84,419.269,402.344
"4039",4039,449.604,407.435,391.035,410.429,397.449,400.664,365.832,312.519,378.987,436.741,431.345,446.885,413.694,476.405,442.722,410.514,375.97,342.958,358.251,439.769,353.75,421.263,475.54,403.685,344.073,330.157,296.864,536.462,448.474,512.983,419.171,414.725,426.588,422.125,396.945,446.231,450.159,456.342,440.949,356.243,375.169,376.288,376.487,325.215,366.324,386.494,353.127,349.826,375.067,286.243,267.742,396.098,440.329,413.609
"4040",4040,457.675,415.633,409.473,410.603,422.689,429.133,399.474,325.612,399.084,444.969,458.525,474.284,433.175,520.163,473.718,439.718,394.28,361.874,371.444,466.531,376.588,458.831,498.261,399.733,364.876,340.727,325.894,566.634,465.053,532.148,437.518,444.29,441.647,452.568,415.822,483.596,477.357,482.969,459.854,388.905,386.693,395.173,396.517,332.78,376.25,383.711,350.61,360.14,392.65,293.81,267.967,405.178,451.744,448.797
"4041",4041,474.658,433.217,418.148,413.683,443.027,448.273,409.905,340.93,401.861,473.788,477.933,485.817,443.031,543.316,492.704,454.392,419.146,382.054,391.251,483.033,384.531,472.003,512.399,411.986,379.215,348.472,327.784,592.79,485.119,548.021,443.348,461.14,456.681,473.151,436.547,490.388,504.473,489.408,449.876,412.764,388.44,401.071,409.381,339.729,374.159,386.97,354.939,376.164,390.879,299.648,271.529,414.884,464.003,459.625
"4042",4042,480.108,443.15,425.73,413.962,454.28,443.336,403.511,351.304,397.172,478.02,466.315,488.423,450.581,558.295,502.657,464.776,412.634,389.819,402.884,481.593,403.07,471.288,514.692,410.678,386.559,363.87,341.042,590.559,490.123,558.428,446.72,463.604,460.374,476.271,439.157,505.827,506.575,498.596,444.861,412.345,384.819,397.923,419.581,340.503,363.33,389.88,355.654,367.029,393.587,307.69,270.946,410.329,459.592,473.021
"4043",4043,488.154,452.121,427.805,414.295,439.182,440.648,396.411,347.715,407.181,484.839,473.101,477.644,449.279,565.51,509.926,466.941,419.488,390.922,402.85,478.487,414.548,467.309,517.713,418.212,410.864,370.708,346.159,612.253,492.159,564.492,459.445,461.275,469.021,483.927,440.136,498.573,505.135,496.82,438.788,415.419,385.126,399.955,426.415,338.079,361.432,395.518,355.996,365.72,399.133,310.071,280.013,417.382,465.155,451.974
"4044",4044,476.871,448.184,414.297,411.044,438.436,436.699,397.332,348.706,402.832,478.82,466.546,469.615,446.454,562.542,491.176,461.18,430.238,399.988,403.681,470.495,410.794,469.888,501.522,415.466,407.712,375.417,345.932,607.398,487.828,563.742,442.268,453.536,455.874,472.047,431.555,492.827,499.314,504.803,440.569,405.155,381.584,393.506,415.686,331.249,365.295,387.916,355.978,371.604,393.95,300.995,265.929,406.302,456.329,446.63
"4045",4045,476.604,444.454,411.297,407.978,433.08,431.332,384.468,344.593,392.164,472.259,457.479,473.087,448.402,562.774,492.741,462.392,412.195,391.639,407.348,463.883,406.741,452.844,500.496,401.397,398.712,373.787,338.182,596.242,475.245,565,443.415,448.647,453.248,461.708,430.708,488.408,494.28,497.224,432.832,395.23,385.94,397.179,422.932,339.136,368.852,395.753,352.811,365.343,394.483,311.252,268.821,406.231,455.525,450.75
"4046",4046,478.783,439.763,416.711,408.711,430.791,419.418,377.405,339.589,402.324,471.31,451.092,465.462,440.799,554.337,483.995,447.957,415.573,395.355,399.986,463.033,406.667,446.456,500.666,415.589,399.096,375.292,343.189,586.043,479.679,561.542,441.53,449.657,449.803,458.693,425.466,484.871,488.106,496.575,432.591,399.818,376.602,390.449,415.589,328.627,369.676,383.295,352.25,368.614,385.229,306.19,267.888,408.178,446.972,440.599
