"","V1","Mean1","Mean2","Mean3","Mean4","Mean5","Mean6","Mean7","Mean8","Mean9","Mean10","Mean11","Mean12","Mean13","Mean14","Mean15","Mean16","Mean17","Mean18","Mean19","Mean20","Mean21","Mean22","Mean23","Mean24","Mean25","Mean26","Mean27","Mean28","Mean29","Mean30","Mean31","Mean32","Mean33","Mean34","Mean35","Mean36","Mean37","Mean38","Mean39","Mean40","Mean41","Mean42","Mean43","Mean44","Mean45","Mean46","Mean47","Mean48","Mean49","Mean50","Mean51","Mean52","Mean53","Mean54"
"25266",3976,382.462,357.614,344.836,343.756,337.533,336.258,314.474,288.65,342.197,372.651,371.441,381.245,361.319,397.447,381.898,344.714,330.762,293.295,305.193,368.531,322.618,363.656,408.718,367.473,292.305,288.792,285.148,469.962,386.864,431.453,375.39,372.15,353.084,354.875,332.097,388.22,378.372,405.996,354.569,289.426,355.458,313.917,332.275,323.785,307.318,334.361,322.105,335.686,356.621,270.752,239.979,367.716,387.282,360.839
"25267",3977,391.429,354.072,340.684,340.813,344.933,343.629,314.226,290.43,336.58,368.243,376.139,374.466,360.397,396.132,377.847,349.529,337.122,285.048,314.42,366.553,317.899,368.481,407.589,370.007,287.983,285.199,281.92,472.763,393.464,441.746,376.994,372.333,347.811,345.781,337.725,385.169,386.918,409.421,347.73,297.446,347.843,318.276,327.021,323.147,316.665,332.753,323.675,336.444,357.171,274.448,236.137,374.293,377.456,355.651
"25268",3978,389.071,357.618,339,347.27,328.836,339.68,316.537,285.495,344.038,372.173,380.496,378.51,361.524,397.984,379.009,349.02,324.573,289.994,308.865,370.604,324.417,361.909,409.472,369.863,296.701,285.583,276.614,461.011,398.136,437.331,380.037,368.821,358.134,360.01,339.602,382.651,384.155,403.228,350.693,298.764,356.488,316.141,325.733,319.96,307.767,333.452,327.877,340.729,350.833,273.79,239.171,373.311,379.263,360.526
"25269",3979,387.775,357.077,342.336,340.867,335.351,339.75,314.968,288.696,343.357,373.486,375.899,382.207,358.38,391.426,379.032,341.451,327.512,288.41,309.662,369.934,319.351,365.675,408.971,372.322,285.48,287.981,277.72,467.941,391.258,441.508,377.768,365.348,352.21,355.125,335.449,382.173,381.097,406.789,346.007,296.311,357.874,318.071,330.763,324.593,310.665,330.916,314.825,338.106,349.812,269.019,238.954,370.667,381.095,365.094
"25270",3980,387.462,358.005,343.047,343.086,340.089,334.281,312.132,285.907,341.513,376.78,373.735,380.269,358.795,389.421,377.565,345.106,328.701,285.97,311.106,366.088,329.434,371.344,402.006,366.205,290.435,285.227,277.867,464.145,393.768,438.818,378.335,369.14,360.916,355.375,337.136,383.259,394.382,412.939,354.248,300.973,353.337,314.91,321.949,327.746,310.835,326.464,323.675,339.29,352.304,268.029,237.608,373.809,380.041,361.854
"25271",3981,393.888,359.391,341.684,342.283,336.969,339.055,311.111,288.201,341.782,375.722,375.962,380.183,355.083,396.347,373.671,346.831,333.872,293.277,312.082,367.81,317.557,368.35,405.648,368.534,284.441,290.523,278.47,457.505,386.606,439.767,377.311,355.396,348.979,347.521,335.356,383.227,381.807,409.825,361.307,296.169,349.325,316.699,324.225,324.638,316.943,331.572,323.184,339.749,352.379,280.49,237.292,374.702,386.104,356.271
"25272",3982,390.917,350.783,343.062,343.26,334.902,336.637,312.563,289.098,343.735,375.184,370.601,380.596,364.886,399.232,376.718,348.369,332.177,287.41,313.792,374.216,320.825,364.812,405.865,375.541,284.876,289.736,280.261,466.145,390.354,434.979,381.53,361.208,352.24,348.266,331.394,384.827,387.314,403.851,354.182,291.507,347.94,316.654,319.814,334.616,309.915,340.289,322.022,343.667,354.987,272.057,242.667,376.973,382.661,355.818
"25273",3983,382.138,359.362,340.23,342.121,335.129,337.391,310.532,288.846,333.853,376.102,370.08,379.452,362.524,393.274,380.782,343.365,324.537,286.108,311.536,371.41,320.5,365.25,407.909,374.664,292.26,288.523,273.352,467.887,391.242,421.534,375.262,365.275,353.387,346.677,337.627,380.592,381.188,411.605,349.905,293.966,355.717,314.846,330.237,329.791,306.96,331.548,328.079,333.285,350.35,276.238,240.158,382.307,385.285,359.698
"25274",3984,382.983,351.304,341.59,347.314,331.027,333.871,310.1,288.869,331.29,368.655,371.895,378.976,360.197,399.742,380.213,344.078,330.805,294.175,305.928,371.333,317.715,362.497,401.768,375.123,291.215,284.153,276.992,457.269,391.672,428.932,371.134,364.681,353.113,352.708,334.767,386.027,377.845,401.162,347.591,292.655,345.398,318.487,319.114,321.198,307.699,330.922,329.504,340.879,352.35,269.776,237.721,372.276,381.38,358.859
"25275",3985,390.792,360.527,344.906,347.587,332.698,339.766,314.168,289.402,336.16,376.973,371.592,387.769,362.17,385.442,377.505,342.506,331.896,289.163,312.575,367.436,326.978,364.222,398.915,365,289,290.648,279.633,463.263,395.838,440.754,375.659,366.971,358.454,353.823,336.352,382.749,380.014,409.496,363.723,292.5,343.151,325.776,323.475,324.853,308.318,327.458,319.408,338.406,353.258,270.714,240.242,370.551,382.753,358.266
"25276",3986,385.812,354.99,338.078,346.927,337.093,332.43,316.226,284.051,334.731,371.326,372.269,377.207,360.983,389.584,379.829,343.192,322.665,284.066,311.812,373.333,324.965,360.756,403.886,378.993,294.158,284.204,279.686,467.108,392.487,428.877,370.006,366.72,359.798,353.995,334.102,383.596,381.449,403.048,348.562,293.743,354.247,313.032,329.564,328.588,317.773,336.518,319.917,333.014,348.079,272.957,241.267,378.836,382.684,361.599
"25277",3987,392.558,354.657,333.082,340.952,332.369,342.27,321.079,291.813,335.24,372.922,370.076,377.611,355.926,396.221,370.481,339.298,328.738,282.916,305.86,373.601,315.623,356.647,402.933,371.521,289.774,285.477,282.314,461.29,393.01,430.097,371.75,368.039,358.357,353.161,329.555,382.039,383.976,411.456,356.73,298.419,351.048,318.301,327.017,323.073,309.108,331.566,315.662,337.386,348.221,266.629,238.442,368.742,386.443,361.443
"25278",3988,390.35,358.865,334.918,344.064,339.333,338.621,314.884,286,337.824,377.353,369.45,385.091,362.76,382.884,374.931,342.349,327.555,281.518,305.328,370.264,319.154,358.494,408.765,366.342,282.712,284.083,280.295,460.151,390.603,432.233,369.75,361.295,350.79,353.198,337.521,376.427,386.193,412.031,350.036,295.486,349.488,314.282,325.47,318.316,311.312,331.765,323.465,332.507,354.242,273.443,245.642,372.151,375.171,352.328
"25279",3989,388.487,355.271,341.285,344.362,339.436,333.605,308.311,282.995,334.647,371.369,369.727,381.452,363.345,388.5,376.347,340,331.988,290.374,308.14,367.828,318.816,365.616,404.065,368.774,288.972,290.981,281.216,460.28,395.387,431.936,382.622,365.589,353.126,352.125,333.936,381.145,385.623,401.342,353.73,294.392,349.584,314.686,327.178,331.492,316.903,331.783,323.754,344.976,354.138,270.586,245.208,379.116,384.266,354.682
"25280",3990,382.942,352.729,333.262,345.61,338.093,338.945,315.447,293.463,339.769,370.714,369.807,381.135,364.402,392.179,378.824,345.929,326.866,284.687,309.401,367.059,327.281,366.95,397.059,367.582,295.333,283.861,282.799,455.468,385.732,441.504,378.506,357.043,356.109,353.38,331.792,379.329,382.242,414.136,361.657,293.541,355.753,316.75,325.449,326.011,311.778,336.428,326.689,335.101,352.138,274.395,239.717,377.707,382.595,356.448
"25281",3991,383.2,351.493,334.82,344.635,328.867,336.27,312.032,283.238,338.155,368.663,369.731,379.452,355.533,389.242,378.403,342.408,333.64,276.946,300.961,372.755,323.886,363.197,397.337,370.493,286.429,283.403,277.201,469.102,393.576,434.953,381.835,362.121,355.256,358.568,335.648,381.882,379.106,404.377,358.19,295.905,352.988,316.878,327.797,331.119,311.062,331.783,318.64,331.754,343.275,274.271,238.163,375.116,377.032,356.073
"25282",3992,383.129,360.357,341.504,343.27,334.871,336.43,310.374,287.005,332.475,371.322,367.223,378.38,353.629,385.442,380.19,337.141,324.561,288.645,308.667,367.927,315.93,364.7,398.554,376.795,288.927,283.866,287.58,447.167,388.96,431.97,371.573,361.734,356.109,351.974,334.894,385.376,385.362,408.316,350.117,293.682,355.88,317.224,325.928,334.847,313.193,332.976,325.702,334.517,350.808,273.395,239.221,370.356,383.81,361.026
"25283",3993,387.558,360.899,334.406,345.406,333.204,337.906,323.468,292.336,337.122,370.184,369.113,372.337,357.935,382.763,379.468,342.239,323.213,283.735,309.024,371.077,325.899,370.234,404.205,368.521,292.181,281.824,280.981,464.753,383.851,440.25,371.86,368.749,356.513,350.068,334.432,385.169,384.628,411.601,349.81,305.169,355.506,324.218,323.606,330.062,322.886,330.41,322.947,334.908,358.688,277.743,243.233,378.684,380.212,358.396
"25284",3994,384.75,356.401,335.43,344.898,336.684,340.328,314.658,287.701,337.328,372.596,371.248,380.505,361.284,384.432,377.301,339.827,328.427,284.548,303.493,369.714,321.189,357.241,401.78,374.644,289.559,282.111,279.11,460.167,400.043,435.343,375.5,360.053,347.29,349.797,333.801,380.176,377.29,405.794,350.015,294.392,364.554,320.212,323.246,331.407,305.477,333.199,322.009,334.213,352.904,272.2,238.842,376.151,383.677,356.599
"25285",3995,388,358.227,341.184,341.467,333.142,337.605,318.511,287.388,329.958,374.486,376.479,380.308,359.83,389.389,369.481,342.043,333.689,277.416,306.145,367.037,323.439,362.622,408.639,370.075,294.345,283.315,276.705,460.124,385.785,429.093,378.939,357.101,354.735,348.818,331.097,382.322,373.227,404.382,349.927,293.669,351.699,319.423,321.186,321.785,312.102,328.175,314.026,332.986,352.075,269.052,238.925,375.964,385.402,366.391
"25286",3996,384.938,355.937,343.766,344.711,338.911,332.094,314.995,287.958,337.496,371.42,375.067,386.582,356.498,388.405,368.931,340.706,322.756,283.193,305.111,363.227,316.925,358.731,401.493,375.007,290.186,287.417,275.667,458.801,386.401,429.39,376.195,365.048,349.521,344.068,335.559,389.012,381.58,397.048,349.263,294.23,345.982,317.814,321.076,323.831,311.847,336.94,316.746,330.44,352.421,271.148,244.004,371.876,381.082,360.755
"25287",3997,384.846,354.681,333.699,344.943,335.133,336.375,314.453,282.379,335.672,376.306,374.403,379.736,359.541,394.163,372.255,335.875,326.945,280.434,309.879,367.894,317.89,367.528,396.51,364.548,291.023,286.148,282.337,457.473,389.007,435.182,373.878,363.179,346.101,344.339,333.331,379.153,385.208,411.662,355.847,296.243,349.669,315.468,321.081,322.232,312.091,332.235,321.268,334.633,350.237,270.21,238.913,374.382,380.962,356.75
"25288",3998,388.929,354.28,335.629,342.879,331.64,343.66,312.721,278.019,336.618,370.133,372.223,384.442,362.703,386.853,367.514,341.922,328.585,278.343,305.116,371.176,322.162,360.175,400.906,372.486,291.797,283.472,281.686,459.823,390.702,426.479,373.683,359.942,357.231,357.333,331.28,382.114,386.744,402.333,348.212,300.169,354.283,312.596,319.758,328.39,307.233,331.313,322.145,330.478,353.071,276.719,241.954,365.258,380.484,359.167
"25289",3999,382.433,353.768,341.676,349.168,334.809,333.879,316.195,286.145,334.588,364.498,374.105,378.933,361.777,388.216,369.625,339.392,329.232,280.181,305.328,368.37,321.447,361.747,400.754,371.397,285.605,288.787,274.303,462.387,388.156,433.059,371.189,363.609,343.252,341.552,334.39,375.267,384.386,403.289,356.445,294.095,347.717,322.494,326.373,320.508,308.097,333.361,321.557,333.169,347.083,269.033,238.783,371.502,379.184,358.896
"25290",4000,383.133,346.807,340.023,343.19,336.556,337.984,318.021,290.874,336.118,368.839,380.071,381.255,362.415,386.958,373.042,342.106,317.921,283.922,307.657,370.509,313.491,362.253,394.683,368.288,287.633,288.352,281.121,457.731,391.44,433.051,373.701,358.271,358.408,360.99,335.576,381.133,385.575,416.991,354.175,293.149,355.988,315.532,322.831,326.915,312.062,335.837,324.925,334.594,354.446,272.033,234.846,372.347,381.481,361.359
"25291",4001,381.921,353.232,338.926,348.819,343.462,337.344,320.247,287.075,338.929,372.212,367.084,380.236,352.144,380.542,379.852,339.831,324.287,284.145,304.353,366.509,321.662,363.756,398.739,368.507,288.322,286.477,285.716,460.753,393.255,436.691,371.591,362.981,357.706,355.094,334.03,375.788,389.348,411.303,356.577,293.277,354.12,315.064,326.195,330.328,306.017,333.518,322.719,329.812,346.567,271.486,238.725,372.453,382.617,355.583
"25292",4002,377.6,350.174,338.043,345.584,331.698,333.867,317.305,289.285,334.525,365.682,374.26,384.49,369.162,393.258,370.648,346.514,326.957,285.452,309.638,369.791,319.689,365.541,397.651,373.801,288.384,282.176,279.985,462.081,387.242,429.119,371.793,365.531,351.744,346.995,336.661,384.529,384.179,405.965,360.818,295.297,357.006,317.66,326.318,327.424,315.034,332.723,323.693,334.092,357.354,269.129,244.442,370.396,391.161,359.047
"25293",4003,380.742,360.937,334.895,345.473,334.871,333.973,312.011,288.57,346.097,374.373,367.601,378.067,363.262,383.742,372.866,348.024,334.512,281.277,309.696,370.179,320.531,362.513,397.985,369.123,284.864,279.616,274.913,453.591,386.858,430.928,372.061,358.019,352.483,345.359,335.297,382.82,378.087,409.842,347.175,294.736,354.494,320.667,319.114,327.119,306.898,331.319,320.219,335.604,349.804,268.505,243.962,373.671,382.146,358.026
"25294",4004,382.263,351.942,335.02,347.822,341.213,334.699,314.242,287.645,337.055,363.047,366.534,372.534,360.865,390.184,370.657,344.361,327.677,277.898,301.184,363.85,317.974,361.413,397.698,361.651,288.61,279.236,276.5,451.199,389.176,427.335,375.39,355.42,360.084,356.208,339.797,382.192,382.357,405.145,363.27,292.682,350.94,314.833,323.008,323.763,305.733,334.374,324.706,335.961,349.283,269.014,240.271,373.276,379.136,360.271
"25295",4005,387.983,347.628,336.84,343.486,335.187,329.18,316.658,290.944,340.588,369.62,367.626,385.168,361.048,399.853,376.162,341.243,330.671,286.163,307.618,369.648,318.899,360.572,398.284,365.397,284.887,277.468,275.205,451.694,393.483,434.771,366.335,358.053,354.387,350.37,337.729,384.4,382.304,411.974,354.467,293.919,351.247,320.186,322.513,326.107,314.761,327.229,322.211,332.208,352.058,265.481,237.808,376.147,380.136,361.26
"25296",4006,379.983,353.792,330.75,344.413,333.244,333.898,319.505,283.005,336.655,373.012,373.013,382.447,355.83,391.258,374.065,342.408,322.854,282.916,305.459,362.645,320.044,366.253,398.026,371.014,283.164,280.727,285.644,450.253,387.798,426.729,374.232,357.729,354.45,346.688,335.949,377.784,378.725,405.996,353.708,298.953,346.41,318.167,324.907,324.554,309.557,337.096,323.311,335.913,354.629,271.776,241.217,371.276,373.772,366.359
"25297",4007,385.604,350.667,337.496,340.222,335.16,343.742,316.353,287.981,334.933,370.231,373.929,383.188,363.987,385.026,374.977,341.169,320.659,284.018,307.657,364.201,323.246,356.891,395.801,375.534,291.35,281.657,279.758,452.167,395.702,434.589,375.067,368.048,353.143,353.417,328.568,374.945,391.536,407.535,354.635,299.412,352.126,314.397,325.784,322.621,309.67,333.096,319.693,334.599,357.083,268.81,239.675,377.924,383.43,357.573
"25298",4008,382.446,361.483,335.121,342.622,339.178,333.203,314.168,285.612,333.752,368.051,374.416,379.885,357.9,387.116,367.426,338.545,329.561,284.036,307.705,371.205,325.697,363.347,397.742,373.856,288.203,281.981,278.235,462.161,388.907,432.801,373.646,360.217,352.479,358.036,330.597,382,386.546,406.149,353.912,293.98,356.374,312.981,324.631,327.395,302.756,336.843,321.066,333.097,352.087,268.829,244.158,373.533,375.978,362.818
"25299",4009,388.292,351.386,339.18,343.689,339.996,337.719,307.837,288.963,334.714,378.725,368.597,379.13,357.065,386.274,367.509,338.91,329.518,282.446,303.372,364.81,319.838,364.328,396.979,385.322,284.684,278.657,280.902,451.371,390.47,425.462,373.988,358.749,354.303,350.109,331.826,375.098,383.652,407.329,355.839,289.493,350.843,327.974,323.809,326.932,312.449,331.657,325.066,329.947,352.712,269.729,240.154,374.427,382.37,359.714
"25300",4010,380.021,350.546,332.676,344.213,333.476,335.941,318.805,287.981,336.118,374.894,374.042,379.212,361.607,386.616,378.806,339.086,326.402,286.614,301.647,367.396,324.61,358.391,393.771,375.822,292.915,274.301,274.375,456.957,391.5,424.975,372.915,355.097,351.567,345.594,329.39,375.165,372.179,398.25,352.248,294.959,347.97,315.519,326.064,323.65,321.818,334.783,322.11,336.145,352.296,264.648,237.108,373.987,380.231,357.646
"25301",4011,380.933,355.261,338.371,344.892,332.218,338.582,312.353,285.738,332.05,373.592,369.786,375.851,355,389.979,370.208,338.424,327.817,288.018,307.56,364.106,321.557,359.844,392.372,384.76,284.859,278.542,281.5,458.489,392.295,423.445,373.457,356.937,348.429,353.281,335.36,379.725,379.72,402.18,357.788,295.351,352.518,320.923,320.538,327.621,309.568,332.855,321.518,332.493,360.692,265.962,238.354,371.511,376.016,352.719
"25302",4012,388.229,356.135,337.203,342.898,333.551,337.863,309.353,291.864,340.609,370.329,367.298,376.317,357.266,384.268,372.949,340.878,327.47,278.289,308.362,365.846,325.346,363.456,393.249,377.726,282.994,282.486,283.462,454.661,392.603,419.428,378.86,357.628,354.828,346.474,339.538,380.792,374.71,407.969,354.664,291.919,349.886,316.058,327.178,324.339,307.193,330.374,324.452,333.932,351.279,266.848,241.962,374.053,379.731,353.755
"25303",4013,381.55,355.101,333.41,345.933,332.924,334.434,314.2,285.481,336.882,366.322,370.782,371.889,364.712,378.489,373.199,342.259,328.805,269.867,305.116,369.286,321.689,357.797,396.865,375.623,285.305,281.069,276.795,457.726,394.49,424.462,378.561,357.802,354.21,347.656,336.352,383.502,381.986,409.171,348.394,295.453,347.717,315.846,328.038,328.78,310,335.488,325.987,333.517,353.921,271.557,240.621,372.973,378.332,355.859
"25304",4014,387.992,348.179,338.574,342.54,332.44,335.871,310.221,286.481,333.887,364.886,373.567,376.423,357.721,378.016,371.787,344.09,324.78,280.747,302.623,366.637,316.943,365.472,400.806,377.884,290.26,284.981,280.413,447.919,389.507,431.148,376.872,359.019,350.908,343.99,334.597,374.533,385.353,402.285,344.088,287.122,355.928,320.147,329.106,320.531,307.256,325.319,328.719,335.188,346.692,275.776,237.146,371.924,378.244,351.417
"25305",4015,388.142,346.328,332.227,347.394,333.511,333.121,315.821,285.673,334.08,369.478,375.933,376.087,360.755,382.768,368.889,343.306,328.665,273.343,300.879,367.648,318.342,365.513,405.296,380.041,287.503,278.894,283.598,455.484,390.457,433.669,370.762,363.155,351.349,347.25,330.038,375.326,381.976,406.276,356.241,297.122,357.5,317.288,321.801,319.667,311.744,336.355,315.211,331.903,347.513,277.457,237.908,371.782,383.772,353.724
"25306",4016,383.1,350.116,334.449,341.206,336.387,338.73,317.326,288.136,331.319,372.345,373.303,372.875,354.921,389.911,375.245,337.753,320.457,284.843,304.493,367.418,316.325,361.134,402.038,371.986,287.322,274.324,277.883,455.903,387.053,433.352,373.616,362.063,352.912,347.953,333.801,377.263,384.058,408.382,347.569,292.27,345.88,319.917,325.47,322.503,312.034,326.416,320.746,331.014,350.279,272.124,240.246,370.551,387.709,356.943
"25307",4017,375.521,346.773,327.855,341.66,336.676,337.141,315.447,281.523,332.454,369.69,374.643,375.591,353.52,395.826,368.972,339.369,330.116,282.229,306.348,362.575,319.5,363.138,399,385.89,285.655,281.125,274.754,449.188,388.831,431.301,374.287,357.614,349.983,352.047,336.242,371.247,374.961,405.592,350.161,289.723,343.229,319.077,319.945,331.169,312.972,331.566,325.272,335.87,348.158,269.452,245.05,369.293,382.418,354.948
"25308",4018,386.004,354.362,339.973,350.375,330.796,336.301,308.832,284.682,330.349,369.416,370.92,379.942,354.987,383.563,372.954,346.353,328.122,276.512,302.077,369.491,319.987,357.719,401.909,375.123,287.384,285.648,271.784,452.317,385.391,427.055,367.537,359.159,353.403,347.339,333.797,380.757,385.179,413.868,355.985,294.865,347.843,320.359,324.708,330.576,312.182,327.41,316.039,336.217,352.942,276.548,249.3,376.151,382.43,351.557
"25309",4019,380.608,352.164,342.414,344.467,337.689,334.141,317.037,287.383,333.908,370.886,371.714,374.913,357.799,382.353,368.074,342.149,325.439,282.133,303.198,360.645,316.25,364.866,397.108,378.719,285.87,283.63,272.205,450,387.709,434.339,375.171,354.729,354.387,352.047,330.691,372.098,374.246,407.526,355.234,298.865,355.723,318.776,322.076,333.616,313.511,330.048,324.079,336.604,351.938,273.062,242.254,368.924,379.006,357.068
"25310",4020,380.004,355.406,338.332,337.667,337.342,341.027,310.053,289.71,334.118,372.561,377.962,380.284,358.105,392.026,373.329,343.075,324.927,283.47,302.725,365.348,324.768,366.394,400.812,375.13,282.034,281.477,277.011,462.328,388.672,430.432,376.171,360.053,355.609,354.057,337.055,377.369,380.691,408.171,355.277,288.77,358.861,313.622,325.064,324.333,316.369,334.024,326.82,333.135,349.8,267.062,242.996,378.884,378.829,367.312
"25311",4021,383.454,350.13,333.945,339.378,333.418,333.055,306.7,288.248,332.067,366.361,371.601,377.553,355.886,388.474,376.722,341.475,323.909,284.608,304.155,368.26,326.39,361.541,394.073,374.719,284.859,276.782,275.716,448.946,389.066,428.449,374.732,358.092,353.987,345.469,333.695,379.776,377.213,408.732,355.584,292.331,349.361,314.41,322.513,323.819,306.381,336.861,320.991,338.696,351.396,267.662,233.042,373.204,373.737,362.885
"25312",4022,383.908,350.01,334.227,342.089,333.738,336.266,314.289,282.678,334.546,373.812,374.429,381.115,358.904,392.026,375.144,338.192,323.024,279.187,302.961,363.945,317.759,356.288,394,369.692,290.734,275.648,273.223,457.097,385.967,424.068,372.884,359.874,347.378,358.469,336.322,377.863,388.899,406.053,341.693,288.98,357.651,306.571,322.39,332.621,312.409,340.753,321.974,326.527,352.258,265.338,238.154,379.822,380.503,357.161
"25313",4023,379.742,348.628,338.512,345.206,334.093,334.832,313.921,284.575,329.311,372.627,373.529,376.413,356.969,379.963,369.787,340.792,317.024,278.801,300.208,365.154,321.342,357.919,399.147,378.719,283.633,279.556,272.447,457.806,388.172,431.356,370.311,356.246,345.315,353.026,328.492,383.149,392.174,399.053,352.153,295.682,347.133,312.968,324.983,330.424,308.142,328.38,323.333,333.821,346.888,263.405,239.738,372.716,379.987,355.984
"25314",4024,382.446,348.459,336.477,340.362,330.636,331.988,307.553,284.098,332.626,365.11,370.672,378.99,354.485,390.779,379.486,336.671,328.768,280.633,303.913,358.941,321.645,359.009,397.299,376.973,289.322,280.481,279.678,447.22,385.166,423.072,374.695,364.222,349.134,350.885,328.919,372.996,380.932,402.987,363.445,296.358,347.476,312.712,324.881,331.299,310.517,341.97,322.298,329.981,352.763,267.476,240.538,379.676,386.598,353.948
"25315",4025,383.062,346.821,337.102,347.4,329.298,336.277,313.126,286.645,333.038,367.294,367.193,379.442,359.795,386.879,369.731,339.373,325.195,277.566,302.188,359.586,321.083,361.325,395.604,380.288,284.757,273.134,278.617,450.081,386.311,427.576,370.518,363.377,350.013,344.089,339.517,378.537,381.575,404.303,359.657,293.784,347.53,314.006,324.182,333.78,310.386,328.976,320.693,329.942,351.183,269.452,237.829,375.116,383.962,360.312
"25316",4026,374.946,348.217,330.82,343.263,335.707,336.363,309.621,285.112,341.92,370.267,368.517,375.649,353.978,386.668,373.481,336.953,325.799,272.554,300.3,365.993,318.671,364.578,394.933,375.63,284.475,282.796,279.39,446.925,388.719,433.64,374.018,359.585,354.613,352.922,331.381,372.471,372.135,404.789,366.153,291.392,352.319,321.949,322.119,322.096,310.432,334.59,321.43,334.478,355.454,267.71,246.121,365.591,382.766,359.615
"25317",4027,390.442,356.512,335.695,341.178,337.982,338.926,311.226,284.958,335.601,373.655,374.563,381.909,359.345,378.379,379.102,338.247,337.64,281.892,308.261,367.172,325.412,359.15,400.809,384.514,287.548,283.634,280.674,451.892,389.977,428.225,377.049,359.942,351.206,354.13,331.631,379.808,379.353,409.702,353.723,289.27,352.084,319.423,325.407,332.418,316.182,335.434,329.096,333.72,351.254,265.319,244.812,373.573,381.114,355.797
"25318",4028,388.104,353.773,337.891,341.39,333.48,343.297,313.563,284.322,338.349,369.749,364,378.159,361.52,385.463,371.963,342.639,336.47,288.03,302.343,365.264,321.908,359.525,392.411,380.692,286.023,285.745,280.189,451.855,391.49,427.496,383.604,356.391,352.273,345.911,333.11,375.012,380.367,408.943,350.985,287.122,355.783,323.705,321.648,318.983,311.438,335.458,321.386,331.874,344.725,267.99,239.729,369.631,380.759,358.396
"25319",4029,380.796,352.594,331.918,342.257,330.009,338.547,312.253,285.463,338.277,373.835,374.567,380.284,359.279,385.826,378.444,335.663,326.726,272.018,303.87,367.363,323.64,358.994,396.513,381.568,286.226,279.625,275.765,449.608,383.219,431.411,373.354,358.797,346.353,351.422,331.72,375.2,389.725,405.794,354.168,286.412,350.283,315.59,325.75,326.831,309.705,336.374,313.5,332.159,355.375,269.381,243.121,368.218,379.769,356.469
"25320",4030,380.754,353.768,336.539,342.064,335.858,334.754,314.926,278.963,342.466,371.38,373.538,382.678,360.144,380.189,372.639,336.824,338.683,281.482,301.551,365.026,319.39,359.431,395.238,374.151,282.729,279.454,277.197,455.177,387.828,426.042,384.701,357.019,350.055,348.464,328.945,374.243,382.357,407.996,341.358,293.351,345.512,316.173,319.136,329.04,318.193,336.608,322.759,334.338,354.654,269.9,242.383,375.071,386.051,356.667
"25321",4031,377.7,350.585,330.992,344.635,332.209,333.887,314.737,286.421,336.576,370.098,372.286,372.822,357.437,390.874,375.662,342.847,326.652,281.572,298.942,364.432,318.588,357.172,397.783,366.863,283.282,279.625,279.591,446.753,385.056,430.322,367.079,361.217,354.597,349.104,331.674,374.329,384.686,405.803,350.409,286.872,352.681,312.59,320.263,329.554,310.875,325.482,319.215,331.246,353.971,268.662,238.587,369.249,379.013,356.969
"25322",4032,381.896,347.676,330.883,335.619,330.213,336.551,310.274,283.178,337.597,366.047,368.546,378.284,361.729,385.879,373.319,336.58,330.122,284.777,304.594,363.696,319.513,362.906,397.525,370.096,282.226,282.792,279.375,449.468,383.858,433.017,367.921,359.3,355.252,339.833,323.441,378.604,380.077,404.346,350.197,288.277,356.374,316.494,321.801,323.678,304.097,331.886,317.829,336.121,353.117,275.714,235.654,371.578,380.693,356.901
"25323",4033,383.55,351.604,335.711,340.911,331.311,338.082,312.726,282.383,332.227,360.125,366.055,383.495,357.467,382.221,371.917,347.137,322.159,280.554,304.242,366.875,319.825,358.906,389.006,372.788,284.542,280.787,274.083,450.898,383.301,426.551,361.659,353.353,345.882,348.292,327.767,373.145,374.831,409.417,357.416,288.304,349.361,319.019,321.144,320.808,312.568,332.765,317.009,335.957,348.717,273.538,237.621,372.391,377.69,353.193
"25324",4034,384.354,349.019,337.934,348.406,335.089,334.527,302.916,282.579,332.924,368.584,377.828,378.812,355.991,387.342,371.949,342.49,318.872,282.765,295.493,360.245,319.452,361.031,394.768,379.158,282.621,284.718,278.818,457.586,392.126,432.225,367.146,359.71,350.828,349.724,327.949,373.216,383.227,403.838,354.175,293.291,348.693,311.449,327.017,332.525,316.881,330.916,324.276,336.246,353.938,267.867,242.688,373.516,384.835,361.438
"25325",4035,384.333,354.43,337.566,341.924,337.347,333.359,319.816,294.453,338.399,366.392,372.193,378.745,364.703,382.121,368.745,339.149,323.683,285.325,298.995,370.608,316.079,359.947,400.147,375.233,284.52,276.648,271.75,453.882,387.338,428.542,372.159,356.159,355.256,352.922,332.627,379.118,383.3,406.868,357.912,298.155,356.946,311.968,318.619,331.944,310.165,332.446,319.127,333.314,355.108,265.257,239.075,374.493,380.759,356.635
"25326",4036,379.592,354.797,334.898,346.321,338.04,338.77,311.137,290.322,333.013,369.145,371.214,374.654,344.166,386.074,375.509,337.98,329.323,279.114,305.662,365.495,319.333,360.041,391.636,374.616,282.684,282.796,277.413,446.446,384.55,421.907,375.902,364.609,346.197,345.745,332.551,374.553,385.628,410.333,352.971,295.338,345.584,319.327,321.979,330.955,310.591,326.464,329.355,332.164,352.967,272.781,237.917,369.484,380.392,353.318
